"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"2021","4","A","골목상권","2110826","장승배기역 4번","69","491","112","5","1","","90","259","257","2","1","","","50","180189246"
"2021","3","A","골목상권","2110826","장승배기역 4번","69","491","112","5","1","","113","318","176","2","","","","50","164668084"
"2021","2","A","골목상권","2110826","장승배기역 4번","69","491","112","5","1","","113","318","176","2","","","","50","164668084"
"2021","1","A","골목상권","2110826","장승배기역 4번","69","491","112","5","1","","113","318","176","2","","","","50","164668084"
"2021","4","A","골목상권","2110825","신대방삼거리역 1번","187","1256","527","9","3","1","136","1019","606","32","3","","","57","182599728"
"2021","3","A","골목상권","2110825","신대방삼거리역 1번","185","1235","526","9","3","1","159","1110","496","6","3","","","57","172595624"
"2021","2","A","골목상권","2110825","신대방삼거리역 1번","185","1235","526","9","3","1","159","1110","496","6","3","","","57","172595624"
"2021","1","A","골목상권","2110825","신대방삼거리역 1번","185","1235","526","9","3","1","159","1110","496","6","3","","","57","172595624"
"2021","4","A","골목상권","2110824","대방역 3번","7","46","9","","1","","2","34","15","5","","","","52","185566667"
"2021","3","A","골목상권","2110824","대방역 3번","7","46","9","","1","","4","34","15","3","","","","52","166198810"
"2021","2","A","골목상권","2110824","대방역 3번","7","46","9","","1","","4","34","15","3","","","","52","166198810"
"2021","1","A","골목상권","2110824","대방역 3번","7","46","9","","1","","4","34","15","3","","","","52","166198810"
"2021","4","A","골목상권","2110823","신대방삼거리역 3번","48","294","162","","1","1","45","235","153","24","","1","","55","187728724"
"2021","3","A","골목상권","2110823","신대방삼거리역 3번","48","294","162","","1","1","47","245","163","2","","1","","55","182838756"
"2021","2","A","골목상권","2110823","신대방삼거리역 3번","48","294","162","","1","1","47","245","163","2","","1","","55","182838756"
"2021","1","A","골목상권","2110823","신대방삼거리역 3번","48","294","162","","1","1","47","245","163","2","","1","","55","182838756"
"2021","4","A","골목상권","2110822","신대방삼거리역 4번(대림초등학교)","109","600","404","23","2","2","83","420","460","61","4","1","2","62","203127755"
"2021","3","A","골목상권","2110822","신대방삼거리역 4번(대림초등학교)","110","600","404","23","2","2","104","493","359","72","1","","2","62","189372580"
"2021","2","A","골목상권","2110822","신대방삼거리역 4번(대림초등학교)","110","600","404","23","2","2","104","493","359","72","1","","2","62","189372580"
"2021","1","A","골목상권","2110822","신대방삼거리역 4번(대림초등학교)","110","600","404","23","2","2","104","493","359","72","1","","2","62","189372580"
"2021","4","A","골목상권","2110821","보라매역 2번","100","1021","263","6","","","100","516","394","182","56","42","","55","185822583"
"2021","3","A","골목상권","2110821","보라매역 2번","99","1013","263","6","","","121","560","467","103","31","","","55","175362248"
"2021","2","A","골목상권","2110821","보라매역 2번","99","1013","263","6","","","121","560","467","103","31","","","55","175362248"
"2021","1","A","골목상권","2110821","보라매역 2번","99","1013","263","6","","","121","560","467","103","31","","","55","175362248"
"2021","4","A","골목상권","2110820","성남고등학교","62","639","169","3","3","1","75","191","338","71","6","134","","53","219977881"
"2021","3","A","골목상권","2110820","성남고등학교","62","639","169","3","3","1","90","244","310","37","133","1","","53","202339661"
"2021","2","A","골목상권","2110820","성남고등학교","62","639","169","3","3","1","90","244","310","37","133","1","","53","202339661"
"2021","1","A","골목상권","2110820","성남고등학교","62","639","169","3","3","1","90","244","310","37","133","1","","53","202339661"
"2021","4","A","골목상권","2110819","신대방역 4번","67","702","49","1","","","57","245","343","81","19","6","1","45","230980186"
"2021","3","A","골목상권","2110819","신대방역 4번","66","686","49","1","","","125","388","204","18","","1","","45","167031586"
"2021","2","A","골목상권","2110819","신대방역 4번","66","686","49","1","","","125","388","204","18","","1","","45","167031586"
"2021","1","A","골목상권","2110819","신대방역 4번","66","686","49","1","","","125","388","204","18","","1","","45","167031586"
"2021","4","A","골목상권","2110818","신대방역 3번","10","81","1","","","","32","37","12","1","","","","42","132411502"
"2021","3","A","골목상권","2110818","신대방역 3번","10","81","1","","","","37","40","4","1","","","","42","125409897"
"2021","2","A","골목상권","2110818","신대방역 3번","10","81","1","","","","37","40","4","1","","","","42","125409897"
"2021","1","A","골목상권","2110818","신대방역 3번","10","81","1","","","","37","40","4","1","","","","42","125409897"
"2021","4","A","골목상권","2110817","대방역 4번","12","146","20","","","","104","38","24","","","","","44","154321816"
"2021","3","A","골목상권","2110817","대방역 4번","12","146","20","","","","112","31","23","","","","","44","146784513"
"2021","2","A","골목상권","2110817","대방역 4번","12","146","20","","","","112","31","23","","","","","44","146784513"
"2021","1","A","골목상권","2110817","대방역 4번","12","146","20","","","","112","31","23","","","","","44","146784513"
"2021","4","A","골목상권","2110816","대방역 6번","32","417","72","2","","","147","79","159","75","31","","","47","231056207"
"2021","3","A","골목상권","2110816","대방역 6번","30","375","72","2","","","176","103","131","33","6","","","50","185116488"
"2021","2","A","골목상권","2110816","대방역 6번","30","375","72","2","","","176","103","131","33","6","","","50","185116488"
"2021","1","A","골목상권","2110816","대방역 6번","30","375","72","2","","","176","103","131","33","6","","","50","185116488"
"2021","4","A","골목상권","2110815","공군호텔","47","547","88","6","","","127","340","172","2","","","","46","168420367"
"2021","3","A","골목상권","2110815","공군호텔","46","514","88","6","","","195","304","109","","","","","47","155686302"
"2021","2","A","골목상권","2110815","공군호텔","46","514","88","6","","","195","304","109","","","","","47","155686302"
"2021","1","A","골목상권","2110815","공군호텔","46","514","88","6","","","195","304","109","","","","","47","155686302"
"2021","4","A","골목상권","2110814","서울지방병무청","15","98","72","6","1","","7","72","34","23","41","","","61","241017792"
"2021","3","A","골목상권","2110814","서울지방병무청","15","98","72","6","1","","21","64","55","37","","","","61","209768666"
"2021","2","A","골목상권","2110814","서울지방병무청","15","98","72","6","1","","21","64","55","37","","","","61","209768666"
"2021","1","A","골목상권","2110814","서울지방병무청","15","98","72","6","1","","21","64","55","37","","","","61","209768666"
"2021","4","A","골목상권","2110813","보라매역 6번","24","222","104","51","","","7","115","71","57","2","","125","50","291555824"
"2021","3","A","골목상권","2110813","보라매역 6번","21","211","26","3","","","17","123","45","55","","","","45","171228049"
"2021","2","A","골목상권","2110813","보라매역 6번","21","211","26","3","","","17","123","45","55","","","","45","171228049"
"2021","1","A","골목상권","2110813","보라매역 6번","21","211","26","3","","","17","123","45","55","","","","45","171228049"
"2021","4","A","골목상권","2110812","신길6동주민센터","20","166","35","","","","34","141","26","","","","","46","153961587"
"2021","3","A","골목상권","2110812","신길6동주민센터","20","166","35","","","","46","133","22","","","","","46","143530714"
"2021","2","A","골목상권","2110812","신길6동주민센터","20","166","35","","","","46","133","22","","","","","46","143530714"
"2021","1","A","골목상권","2110812","신길6동주민센터","20","166","35","","","","46","133","22","","","","","46","143530714"
"2021","4","A","골목상권","2110811","보라매역 4번","15","73","85","5","","","","43","41","39","40","","","59","241221443"
"2021","3","A","골목상권","2110811","보라매역 4번","15","73","85","5","","","1","48","36","50","28","","","59","223587648"
"2021","2","A","골목상권","2110811","보라매역 4번","15","73","85","5","","","1","48","36","50","28","","","59","223587648"
"2021","1","A","골목상권","2110811","보라매역 4번","15","73","85","5","","","1","48","36","50","28","","","59","223587648"
"2021","4","A","골목상권","2110810","영신초등학교","32","334","39","","","","4","159","203","7","","","","45","199194920"
"2021","3","A","골목상권","2110810","영신초등학교","30","300","39","","","","5","203","128","3","","","","45","186284750"
"2021","2","A","골목상권","2110810","영신초등학교","30","300","39","","","","5","203","128","3","","","","45","186284750"
"2021","1","A","골목상권","2110810","영신초등학교","30","300","39","","","","5","203","128","3","","","","45","186284750"
"2021","4","A","골목상권","2110809","장훈고등학교","6","47","2","1","","","","17","24","8","","1","","56","282666667"
"2021","3","A","골목상권","2110809","장훈고등학교","6","47","2","1","","","","46","3","1","","","","56","179910417"
"2021","2","A","골목상권","2110809","장훈고등학교","6","47","2","1","","","","46","3","1","","","","56","179910417"
"2021","1","A","골목상권","2110809","장훈고등학교","6","47","2","1","","","","46","3","1","","","","56","179910417"
"2021","4","A","골목상권","2110808","신길역 1번","14","109","23","","","","32","6","86","8","","","","47","229126866"
"2021","3","A","골목상권","2110808","신길역 1번","14","109","23","","","","32","77","23","","","","","47","149233096"
"2021","2","A","골목상권","2110808","신길역 1번","14","109","23","","","","32","77","23","","","","","47","149233096"
"2021","1","A","골목상권","2110808","신길역 1번","14","109","23","","","","32","77","23","","","","","47","149233096"
"2021","4","A","골목상권","2110807","신길역 3번","20","959","59","","","","494","433","32","19","40","","","22","136787466"
"2021","3","A","골목상권","2110807","신길역 3번","19","774","59","","","","485","281","8","59","","","","22","132194809"
"2021","2","A","골목상권","2110807","신길역 3번","19","774","59","","","","485","281","8","59","","","","22","132194809"
"2021","1","A","골목상권","2110807","신길역 3번","19","774","59","","","","485","281","8","59","","","","22","132194809"
"2021","4","A","골목상권","2110805","신길새마을금고신길4동지점","6","34","1","","2","","","20","17","","","","","62","194989583"
"2021","3","A","골목상권","2110805","신길새마을금고신길4동지점","5","18","1","","2","","","16","5","","","","","67","182350000"
"2021","2","A","골목상권","2110805","신길새마을금고신길4동지점","5","18","1","","2","","","16","5","","","","","67","182350000"
"2021","1","A","골목상권","2110805","신길새마을금고신길4동지점","5","18","1","","2","","","16","5","","","","","67","182350000"
"2021","4","A","골목상권","2110804","신풍역 1번","20","86","95","3","1","","14","75","53","43","","","","64","187035402"
"2021","3","A","골목상권","2110804","신풍역 1번","20","87","94","3","1","","21","80","83","1","","","","64","170245380"
"2021","2","A","골목상권","2110804","신풍역 1번","20","87","94","3","1","","21","80","83","1","","","","64","170245380"
"2021","1","A","골목상권","2110804","신풍역 1번","20","87","94","3","1","","21","80","83","1","","","","64","170245380"
"2021","4","A","골목상권","2110803","신길2동우편취급국","39","235","84","","","","34","180","22","5","78","","","53","167200856"
"2021","3","A","골목상권","2110803","신길2동우편취급국","38","227","84","","","","44","183","6","78","","","","54","148141748"
"2021","2","A","골목상권","2110803","신길2동우편취급국","38","227","84","","","","44","183","6","78","","","","54","148141748"
"2021","1","A","골목상권","2110803","신길2동우편취급국","38","227","84","","","","44","183","6","78","","","","54","148141748"
"2021","4","A","골목상권","2110802","신길동홍어거리","15","135","12","","","","","105","40","2","","","","42","178308835"
"2021","3","A","골목상권","2110802","신길동홍어거리","13","116","11","","","","1","91","33","2","","","","44","170792248"
"2021","2","A","골목상권","2110802","신길동홍어거리","13","116","11","","","","1","91","33","2","","","","44","170792248"
"2021","1","A","골목상권","2110802","신길동홍어거리","13","116","11","","","","1","91","33","2","","","","44","170792248"
"2021","4","A","골목상권","2110801","신풍역 6번(신길6동공영주차장)","1","32","","","","","","","","","","32","","42","579000000"
"2021","3","A","골목상권","2110801","신풍역 6번(신길6동공영주차장)","1","32","","","","","","","","24","8","","","42","399000000"
"2021","2","A","골목상권","2110801","신풍역 6번(신길6동공영주차장)","1","32","","","","","","","","24","8","","","42","399000000"
"2021","1","A","골목상권","2110801","신풍역 6번(신길6동공영주차장)","1","32","","","","","","","","24","8","","","42","399000000"
"2021","4","A","골목상권","2110800","영등포동성당","12","248","","","","","117","98","33","","","","","25","143462762"
"2021","3","A","골목상권","2110800","영등포동성당","12","248","","","","","117","106","25","","","","","25","140213938"
"2021","2","A","골목상권","2110800","영등포동성당","12","248","","","","","117","106","25","","","","","25","140213938"
"2021","1","A","골목상권","2110800","영등포동성당","12","248","","","","","117","106","25","","","","","25","140213938"
"2021","4","A","골목상권","2110799","영등포본동주민센터","22","180","4","","","","24","147","13","","","","","50","154523866"
"2021","3","A","골목상권","2110799","영등포본동주민센터","22","180","4","","","","24","155","5","","","","","50","149681562"
"2021","2","A","골목상권","2110799","영등포본동주민센터","22","180","4","","","","24","155","5","","","","","50","149681562"
"2021","1","A","골목상권","2110799","영등포본동주민센터","22","180","4","","","","24","155","5","","","","","50","149681562"
"2021","4","A","골목상권","2110798","신풍역 2번","3","79","26","","","","3","16","2","","15","69","","60","284036349"
"2021","3","A","골목상권","2110798","신풍역 2번","3","79","26","","","","3","16","2","30","54","","","60","243100794"
"2021","2","A","골목상권","2110798","신풍역 2번","3","79","26","","","","3","16","2","30","54","","","60","243100794"
"2021","1","A","골목상권","2110798","신풍역 2번","3","79","26","","","","3","16","2","30","54","","","60","243100794"
"2021","4","A","골목상권","2110796","한림대학교한강성심병원","15","161","34","","","","","71","104","20","","","","44","207792236"
"2021","3","A","골목상권","2110796","한림대학교한강성심병원","13","115","34","","","","","84","45","20","","","","48","201054122"
"2021","2","A","골목상권","2110796","한림대학교한강성심병원","13","115","34","","","","","84","45","20","","","","48","201054122"
"2021","1","A","골목상권","2110796","한림대학교한강성심병원","13","115","34","","","","","84","45","20","","","","48","201054122"
"2021","4","A","골목상권","2110795","도림초등학교","14","151","9","1","","","2","93","66","","","","","44","190123668"
"2021","3","A","골목상권","2110795","도림초등학교","11","89","9","1","","","4","60","35","","","","","49","182123272"
"2021","2","A","골목상권","2110795","도림초등학교","11","89","9","1","","","4","60","35","","","","","49","182123272"
"2021","1","A","골목상권","2110795","도림초등학교","11","89","9","1","","","4","60","35","","","","","49","182123272"
"2021","4","A","골목상권","2110794","영동초등학교","30","912","68","2","1","1","330","473","175","5","1","","","38","165097091"
"2021","3","A","골목상권","2110794","영동초등학교","31","918","69","2","1","1","354","474","160","2","1","","","38","152849800"
"2021","2","A","골목상권","2110794","영동초등학교","31","918","69","2","1","1","354","474","160","2","1","","","38","152849800"
"2021","1","A","골목상권","2110794","영동초등학교","31","918","69","2","1","1","354","474","160","2","1","","","38","152849800"
"2021","4","A","골목상권","2110792","영등포역 2번","56","466","74","5","","1","63","352","122","8","1","","","52","169698318"
"2021","3","A","골목상권","2110792","영등포역 2번","54","437","74","5","","1","95","350","69","2","1","","","52","152384433"
"2021","2","A","골목상권","2110792","영등포역 2번","54","437","74","5","","1","95","350","69","2","1","","","52","152384433"
"2021","1","A","골목상권","2110792","영등포역 2번","54","437","74","5","","1","95","350","69","2","1","","","52","152384433"
"2021","4","A","골목상권","2110791","신풍역 3번","1","","43","","","","","","","10","33","","","81","453325581"
"2021","3","A","골목상권","2110791","신풍역 3번","1","","43","","","","","","","13","30","","","81","397744186"
"2021","2","A","골목상권","2110791","신풍역 3번","1","","43","","","","","","","13","30","","","81","397744186"
"2021","1","A","골목상권","2110791","신풍역 3번","1","","43","","","","","","","13","30","","","81","397744186"
"2021","4","A","골목상권","2110790","대림1동주민센터","28","225","43","1","","","58","120","91","","","","","50","170117373"
"2021","3","A","골목상권","2110790","대림1동주민센터","28","225","43","1","","","61","146","62","","","","","50","159995438"
"2021","2","A","골목상권","2110790","대림1동주민센터","28","225","43","1","","","61","146","62","","","","","50","159995438"
"2021","1","A","골목상권","2110790","대림1동주민센터","28","225","43","1","","","61","146","62","","","","","50","159995438"
"2021","4","A","골목상권","2110789","대림성모병원","21","119","72","","","","37","106","46","2","","","","52","149088855"
"2021","3","A","골목상권","2110789","대림성모병원","21","119","72","","","","42","112","37","","","","","52","143113145"
"2021","2","A","골목상권","2110789","대림성모병원","21","119","72","","","","42","112","37","","","","","52","143113145"
"2021","1","A","골목상권","2110789","대림성모병원","21","119","72","","","","42","112","37","","","","","52","143113145"
"2021","4","A","골목상권","2110788","영등포시장역 3번","1","75","40","","","","","","","115","","","","63","348173913"
"2021","3","A","골목상권","2110788","영등포시장역 3번","1","75","40","","","","","","25","90","","","","63","313217391"
"2021","2","A","골목상권","2110788","영등포시장역 3번","1","75","40","","","","","","25","90","","","","63","313217391"
"2021","1","A","골목상권","2110788","영등포시장역 3번","1","75","40","","","","","","25","90","","","","63","313217391"
"2021","4","A","골목상권","2110787","신길3동주민센터","14","84","21","1","","","9","53","44","","","","","50","177450641"
"2021","3","A","골목상권","2110787","신길3동주민센터","14","84","21","1","","","11","64","31","","","","","50","161756627"
"2021","2","A","골목상권","2110787","신길3동주민센터","14","84","21","1","","","11","64","31","","","","","50","161756627"
"2021","1","A","골목상권","2110787","신길3동주민센터","14","84","21","1","","","11","64","31","","","","","50","161756627"
"2021","4","A","골목상권","2110786","당산역 8번","34","444","50","2","","","19","235","111","27","1","65","38","40","209087977"
"2021","3","A","골목상권","2110786","당산역 8번","34","444","50","2","","","49","218","99","26","41","63","","40","200458635"
"2021","2","A","골목상권","2110786","당산역 8번","34","444","50","2","","","49","218","99","26","41","63","","40","200458635"
"2021","1","A","골목상권","2110786","당산역 8번","34","444","50","2","","","49","218","99","26","41","63","","40","200458635"
"2021","4","A","골목상권","2110785","영등포푸르지오아파트","33","233","31","1","","","28","191","46","","","","","49","154903040"
"2021","3","A","골목상권","2110785","영등포푸르지오아파트","32","225","31","1","","","45","188","24","","","","","50","139624086"
"2021","2","A","골목상권","2110785","영등포푸르지오아파트","32","225","31","1","","","45","188","24","","","","","50","139624086"
"2021","1","A","골목상권","2110785","영등포푸르지오아파트","32","225","31","1","","","45","188","24","","","","","50","139624086"
"2021","4","A","골목상권","2110784","신대림초등학교","8","91","8","","","","42","55","2","","","","","44","124798247"
"2021","3","A","골목상권","2110784","신대림초등학교","8","91","8","","","","44","53","2","","","","","44","120501222"
"2021","2","A","골목상권","2110784","신대림초등학교","8","91","8","","","","44","53","2","","","","","44","120501222"
"2021","1","A","골목상권","2110784","신대림초등학교","8","91","8","","","","44","53","2","","","","","44","120501222"
"2021","4","A","골목상권","2110783","영등포시장역 1번","5","30","12","1","","","5","12","26","","","","","53","168163636"
"2021","3","A","골목상권","2110783","영등포시장역 1번","5","30","12","1","","","5","17","21","","","","","53","162529134"
"2021","2","A","골목상권","2110783","영등포시장역 1번","5","30","12","1","","","5","17","21","","","","","53","162529134"
"2021","1","A","골목상권","2110783","영등포시장역 1번","5","30","12","1","","","5","17","21","","","","","53","162529134"
"2021","4","A","골목상권","2110782","영등포시장역 4번","11","158","5","","","","44","93","25","","1","","","30","162593669"
"2021","3","A","골목상권","2110782","영등포시장역 4번","11","140","5","","","","44","89","11","","1","","","34","173136652"
"2021","2","A","골목상권","2110782","영등포시장역 4번","11","140","5","","","","44","89","11","","1","","","34","173136652"
"2021","1","A","골목상권","2110782","영등포시장역 4번","11","140","5","","","","44","89","11","","1","","","34","173136652"
"2021","4","A","골목상권","2110781","대림한신아파트","19","279","201","70","","","15","109","16","192","212","6","","51","186712689"
"2021","3","A","골목상권","2110781","대림한신아파트","19","279","201","70","","","16","112","103","293","26","","","51","169277071"
"2021","2","A","골목상권","2110781","대림한신아파트","19","279","201","70","","","16","112","103","293","26","","","51","169277071"
"2021","1","A","골목상권","2110781","대림한신아파트","19","279","201","70","","","16","112","103","293","26","","","51","169277071"
"2021","4","A","골목상권","2110780","신길대성유니드아파트","39","338","148","3","2","","52","262","44","22","111","","","55","162413287"
"2021","3","A","골목상권","2110780","신길대성유니드아파트","39","338","148","3","2","","128","197","49","117","","","","55","144319728"
"2021","2","A","골목상권","2110780","신길대성유니드아파트","39","338","148","3","2","","128","197","49","117","","","","55","144319728"
"2021","1","A","골목상권","2110780","신길대성유니드아파트","39","338","148","3","2","","128","197","49","117","","","","55","144319728"
"2021","4","A","골목상권","2110778","구로디지털단지역 4번","32","301","106","1","","","115","154","124","15","","","","45","152270485"
"2021","3","A","골목상권","2110778","구로디지털단지역 4번","32","301","106","1","","","115","227","64","2","","","","45","144238292"
"2021","2","A","골목상권","2110778","구로디지털단지역 4번","32","301","106","1","","","115","227","64","2","","","","45","144238292"
"2021","1","A","골목상권","2110778","구로디지털단지역 4번","32","301","106","1","","","115","227","64","2","","","","45","144238292"
"2021","4","A","골목상권","2110777","구로세무서","1","8","","","","","","8","","","","","","15","117000000"
"2021","4","A","골목상권","2110776","도신초등학교","46","376","115","","","","43","179","232","37","","","","53","160354819"
"2021","3","A","골목상권","2110776","도신초등학교","47","384","115","","","","53","329","111","6","","","","53","149109907"
"2021","2","A","골목상권","2110776","도신초등학교","47","384","115","","","","53","329","111","6","","","","53","149109907"
"2021","1","A","골목상권","2110776","도신초등학교","47","384","115","","","","53","329","111","6","","","","53","149109907"
"2021","4","A","골목상권","2110775","대동초등학교","10","64","19","1","","","16","66","2","","","","","47","128208889"
"2021","3","A","골목상권","2110775","대동초등학교","10","64","19","1","","","16","66","2","","","","","47","123319722"
"2021","2","A","골목상권","2110775","대동초등학교","10","64","19","1","","","16","66","2","","","","","47","123319722"
"2021","1","A","골목상권","2110775","대동초등학교","10","64","19","1","","","16","66","2","","","","","47","123319722"
"2021","4","A","골목상권","2110774","당산반도유보라팰리스아파트","14","135","2","1","","","18","99","21","","","","","39","164273622"
"2021","3","A","골목상권","2110774","당산반도유보라팰리스아파트","14","135","2","1","","","18","99","21","","","","","39","160562908"
"2021","2","A","골목상권","2110774","당산반도유보라팰리스아파트","14","135","2","1","","","18","99","21","","","","","39","160562908"
"2021","1","A","골목상권","2110774","당산반도유보라팰리스아파트","14","135","2","1","","","18","99","21","","","","","39","160562908"
"2021","4","A","골목상권","2110772","신우어린이공원","20","205","4","","","","17","144","48","","","","","47","164055026"
"2021","3","A","골목상권","2110772","신우어린이공원","20","205","4","","","","18","153","38","","","","","47","156262762"
"2021","2","A","골목상권","2110772","신우어린이공원","20","205","4","","","","18","153","38","","","","","47","156262762"
"2021","1","A","골목상권","2110772","신우어린이공원","20","205","4","","","","18","153","38","","","","","47","156262762"
"2021","4","A","골목상권","2110771","대림역 11번","11","60","21","","","","28","50","3","","","","","48","129349156"
"2021","3","A","골목상권","2110771","대림역 11번","11","60","21","","","","30","49","2","","","","","48","121183268"
"2021","2","A","골목상권","2110771","대림역 11번","11","60","21","","","","30","49","2","","","","","48","121183268"
"2021","1","A","골목상권","2110771","대림역 11번","11","60","21","","","","30","49","2","","","","","48","121183268"
"2021","4","A","골목상권","2110770","영등포구청역 6번","11","80","9","","","","5","39","45","","","","","43","173481710"
"2021","3","A","골목상권","2110770","영등포구청역 6번","10","64","9","","","","5","50","18","","","","","45","162679881"
"2021","2","A","골목상권","2110770","영등포구청역 6번","10","64","9","","","","5","50","18","","","","","45","162679881"
"2021","1","A","골목상권","2110770","영등포구청역 6번","10","64","9","","","","5","50","18","","","","","45","162679881"
"2021","4","A","골목상권","2110769","대림차이나타운(대림역 12번)","9","59","2","3","","","20","38","6","","","","","61","137149506"
"2021","3","A","골목상권","2110769","대림차이나타운(대림역 12번)","9","59","2","3","","","26","32","6","","","","","61","133070617"
"2021","2","A","골목상권","2110769","대림차이나타운(대림역 12번)","9","59","2","3","","","26","32","6","","","","","61","133070617"
"2021","1","A","골목상권","2110769","대림차이나타운(대림역 12번)","9","59","2","3","","","26","32","6","","","","","61","133070617"
"2021","4","A","골목상권","2110768","도림2동유수지내체육시설","8","86","11","","","","17","74","6","","","","","46","133381479"
"2021","3","A","골목상권","2110768","도림2동유수지내체육시설","8","86","11","","","","35","62","","","","","","46","118223405"
"2021","2","A","골목상권","2110768","도림2동유수지내체육시설","8","86","11","","","","35","62","","","","","","46","118223405"
"2021","1","A","골목상권","2110768","도림2동유수지내체육시설","8","86","11","","","","35","62","","","","","","46","118223405"
"2021","4","A","골목상권","2110767","도림동주민센터","10","67","2","","2","","2","67","2","","","","","60","150854167"
"2021","3","A","골목상권","2110767","도림동주민센터","10","67","2","","2","","9","60","2","","","","","60","143781786"
"2021","2","A","골목상권","2110767","도림동주민센터","10","67","2","","2","","9","60","2","","","","","60","143781786"
"2021","1","A","골목상권","2110767","도림동주민센터","10","67","2","","2","","9","60","2","","","","","60","143781786"
"2021","4","A","골목상권","2110766","대림역 5번","66","579","129","2","1","","304","274","31","102","","","","42","121474564"
"2021","3","A","골목상권","2110766","대림역 5번","65","539","130","2","1","","325","217","128","2","","","","44","110603290"
"2021","2","A","골목상권","2110766","대림역 5번","65","539","130","2","1","","325","217","128","2","","","","44","110603290"
"2021","1","A","골목상권","2110766","대림역 5번","65","539","130","2","1","","325","217","128","2","","","","44","110603290"
"2021","4","A","골목상권","2110765","문래동사거리","2","","36","","","","","18","18","","","","","78","201805556"
"2021","3","A","골목상권","2110765","문래동사거리","2","","36","","","","","30","6","","","","","78","186861111"
"2021","2","A","골목상권","2110765","문래동사거리","2","","36","","","","","30","6","","","","","78","186861111"
"2021","1","A","골목상권","2110765","문래동사거리","2","","36","","","","","30","6","","","","","78","186861111"
"2021","4","A","골목상권","2110763","영등포구청역 2번","17","129","129","","4","","5","34","94","3","1","24","101","45","257655976"
"2021","3","A","골목상권","2110763","영등포구청역 2번","16","117","129","","4","","5","37","79","3","14","108","4","46","243343093"
"2021","2","A","골목상권","2110763","영등포구청역 2번","16","117","129","","4","","5","37","79","3","14","108","4","46","243343093"
"2021","1","A","골목상권","2110763","영등포구청역 2번","16","117","129","","4","","5","37","79","3","14","108","4","46","243343093"
"2021","4","A","골목상권","2110762","선유도역 1번","142","2530","908","37","1","","382","1001","514","101","189","661","628","43","207407380"
"2021","3","A","골목상권","2110762","선유도역 1번","138","2476","908","37","1","","427","1009","467","335","663","521","","43","187000394"
"2021","2","A","골목상권","2110762","선유도역 1번","138","2476","908","37","1","","427","1009","467","335","663","521","","43","187000394"
"2021","1","A","골목상권","2110762","선유도역 1번","138","2476","908","37","1","","427","1009","467","335","663","521","","43","187000394"
"2021","4","A","골목상권","2110760","선유도역 6번","4","130","95","19","","","","28","","","84","116","16","52","360118531"
"2021","3","A","골목상권","2110760","선유도역 6번","4","130","95","19","","","","28","","42","115","59","","52","316034485"
"2021","2","A","골목상권","2110760","선유도역 6번","4","130","95","19","","","","28","","42","115","59","","52","316034485"
"2021","1","A","골목상권","2110760","선유도역 6번","4","130","95","19","","","","28","","42","115","59","","52","316034485"
"2021","4","A","골목상권","2110758","문래소공원","1","","134","","","","","","","","10","124","","85","543522388"
"2021","3","A","골목상권","2110758","문래소공원","1","","134","","","","","","","18","116","","","85","427134328"
"2021","2","A","골목상권","2110758","문래소공원","1","","134","","","","","","","18","116","","","85","427134328"
"2021","1","A","골목상권","2110758","문래소공원","1","","134","","","","","","","18","116","","","85","427134328"
"2021","4","A","골목상권","2110757","양평역 2번","7","52","2","","","","5","31","18","","","","","48","183015615"
"2021","3","A","골목상권","2110757","양평역 2번","7","52","2","","","","6","44","4","","","","","48","157664966"
"2021","2","A","골목상권","2110757","양평역 2번","7","52","2","","","","6","44","4","","","","","48","157664966"
"2021","1","A","골목상권","2110757","양평역 2번","7","52","2","","","","6","44","4","","","","","48","157664966"
"2021","4","A","골목상권","2110756","문래중학교","1","68","46","","","","","","22","24","34","34","","66","419114035"
"2021","3","A","골목상권","2110756","문래중학교","1","68","46","","","","","","28","86","","","","66","318877193"
"2021","2","A","골목상권","2110756","문래중학교","1","68","46","","","","","","28","86","","","","66","318877193"
"2021","1","A","골목상권","2110756","문래중학교","1","68","46","","","","","","28","86","","","","66","318877193"
"2021","4","A","골목상권","2110755","동일여자고등학교","17","150","88","1","","","13","102","48","76","","","","52","149826021"
"2021","3","A","골목상권","2110755","동일여자고등학교","16","139","88","1","","","13","103","112","","","","","52","140728920"
"2021","2","A","골목상권","2110755","동일여자고등학교","16","139","88","1","","","13","103","112","","","","","52","140728920"
"2021","1","A","골목상권","2110755","동일여자고등학교","16","139","88","1","","","13","103","112","","","","","52","140728920"
"2021","4","A","골목상권","2110754","삼성산자연공원(서울금천초등학교)","91","1040","69","","","","74","915","120","","","","","47","153214820"
"2021","3","A","골목상권","2110754","삼성산자연공원(서울금천초등학교)","88","985","69","","","","81","886","87","","","","","47","147650591"
