"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","서비스_업종_코드","서비스_업종_코드_명","점포_수","유사_업종_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수","프랜차이즈_점포_수"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS200011","변리사사무소","2","2","0","0","0","0","0"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS200010","변호사사무소","32","32","0","0","0","0","0"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS200009","동물병원","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS200008","한의원","29","29","7","2","0","0","0"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS200007","치과의원","69","69","0","0","0","0","0"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS200006","일반의원","74","74","0","0","0","0","0"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS200005","스포츠 강습","10","12","0","0","17","2","2"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS200004","컴퓨터학원","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS200003","예술학원","4","4","0","0","0","0","0"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS200002","외국어학원","9","9","0","0","11","1","0"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS200001","일반교습학원","14","15","0","0","0","0","1"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS100010","커피-음료","209","364","3","10","2","6","155"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS100009","호프-간이주점","55","63","0","0","0","0","8"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS100008","분식전문점","212","236","0","1","0","0","24"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS100007","치킨전문점","6","20","5","1","5","1","14"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS100006","패스트푸드점","30","72","0","0","1","1","42"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS100005","제과점","38","69","1","1","6","4","31"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS100004","양식음식점","68","85","1","1","2","2","17"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS100003","일식음식점","61","79","3","2","3","2","18"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS100002","중식음식점","68","76","0","0","0","0","8"
"2022","1","U","관광특구","1001492","명동 남대문 북창동 다동 무교동 관광특구","CS100001","한식음식점","530","602","1","3","1","5","72"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300043","전자상거래업","21","21","5","1","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300041","예술품","22","22","9","2","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300039","모터사이클및부품","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300037","중고차판매","2","2","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300036","조명용품","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300035","인테리어","10","10","10","1","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300034","악기","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300033","철물점","3","3","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300032","가전제품","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300031","가구","36","36","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300030","중고가구","29","29","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300029","애완동물","3","3","33","1","33","1","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300028","화초","16","16","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300027","섬유제품","10","10","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300024","운동/경기용품","19","19","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300023","미용재료","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300022","화장품","39","41","0","0","0","0","2"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300021","문구","2","2","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300020","서적","5","5","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300019","의료기기","4","4","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300018","의약품","5","5","20","1","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300017","시계및귀금속","20","20","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300016","안경","11","11","18","2","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300015","가방","92","92","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300014","신발","37","41","0","0","0","0","4"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300013","유아의류","2","2","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300012","한복점","3","3","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300011","일반의류","372","372","1","5","1","3","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300010","반찬가게","18","18","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300008","수산물판매","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300007","육류판매","4","4","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300005","주류도매","6","6","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300004","핸드폰","6","6","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300003","컴퓨터및주변장치판매","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300002","편의점","2","23","0","0","0","0","21"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS300001","슈퍼마켓","70","70","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200046","의류임대","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200045","비디오/서적임대","0","1","0","0","0","0","1"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200044","여행사","13","13","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200042","통번역서비스","2","2","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200041","사진관","15","15","13","2","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200040","녹음실","2","2","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200038","독서실","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200037","노래방","5","5","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200036","고시원","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200035","게스트하우스","10","10","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200034","여관","9","9","0","0","22","2","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200033","부동산중개업","40","40","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200032","가전제품수리","4","4","25","1","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200031","세탁소","4","5","0","0","0","0","1"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200030","피부관리실","8","8","25","2","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200029","네일숍","4","5","0","0","0","0","1"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200028","미용실","26","27","4","1","0","0","1"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200027","모터사이클수리","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200026","자동차미용","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200025","자동차수리","4","4","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200024","스포츠클럽","2","2","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200023","통신기기수리","2","2","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200018","볼링장","3","3","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200017","골프연습장","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200016","당구장","3","4","0","0","0","0","1"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200015","세무사사무소","3","3","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200013","기타법무서비스","3","3","33","1","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200012","법무사사무소","2","2","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200010","변호사사무소","3","3","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200009","동물병원","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200008","한의원","2","2","0","0","50","1","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200007","치과의원","7","7","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200006","일반의원","9","9","33","3","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200005","스포츠 강습","8","8","13","1","13","1","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200003","예술학원","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200002","외국어학원","2","2","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS200001","일반교습학원","1","1","0","0","0","0","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS100010","커피-음료","78","95","3","3","2","2","17"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS100009","호프-간이주점","68","71","1","1","0","0","3"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS100008","분식전문점","80","80","5","4","3","2","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS100007","치킨전문점","6","8","0","0","0","0","2"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS100006","패스트푸드점","24","32","9","3","0","0","8"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS100005","제과점","15","20","10","2","0","0","5"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS100004","양식음식점","193","196","4","7","1","1","3"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS100003","일식음식점","19","22","0","0","0","0","3"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS100002","중식음식점","14","14","0","0","7","1","0"
"2022","1","U","관광특구","1001491","이태원 관광특구","CS100001","한식음식점","102","108","3","3","2","2","6"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300043","전자상거래업","8","8","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300042","주유소","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300041","예술품","10","10","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300038","자동차부품","10","10","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300036","조명용품","14","14","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300035","인테리어","4","4","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300034","악기","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300033","철물점","2","2","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300032","가전제품","8","8","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300031","가구","6","6","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300029","애완동물","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300028","화초","5","5","0","0","20","1","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300027","섬유제품","5","5","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300026","완구","6","6","0","0","17","1","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300024","운동/경기용품","12","12","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300023","미용재료","2","2","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300022","화장품","49","55","2","1","2","1","6"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300021","문구","9","10","0","0","10","1","1"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300020","서적","5","5","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300019","의료기기","5","5","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300018","의약품","9","10","0","0","0","0","1"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300017","시계및귀금속","26","27","0","0","0","0","1"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300016","안경","8","9","11","1","0","0","1"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300015","가방","26","26","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300014","신발","45","45","2","1","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300013","유아의류","15","15","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300011","일반의류","258","258","1","2","2","5","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300010","반찬가게","13","13","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300009","청과상","3","3","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300007","육류판매","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300006","미곡판매","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300005","주류도매","5","5","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300004","핸드폰","8","8","13","1","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300003","컴퓨터및주변장치판매","20","20","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300002","편의점","2","12","0","0","0","0","10"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS300001","슈퍼마켓","14","14","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200044","여행사","8","8","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200043","건축물청소","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200042","통번역서비스","2","2","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200041","사진관","4","4","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200033","부동산중개업","8","8","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200031","세탁소","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200030","피부관리실","2","2","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200029","네일숍","2","3","0","0","0","0","1"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200028","미용실","3","6","0","0","0","0","3"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200026","자동차미용","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200024","스포츠클럽","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200019","PC방","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200015","세무사사무소","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200013","기타법무서비스","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200012","법무사사무소","3","3","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200010","변호사사무소","15","15","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200007","치과의원","4","4","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200006","일반의원","6","6","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200002","외국어학원","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS200001","일반교습학원","2","2","0","0","0","0","0"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS100010","커피-음료","19","51","0","0","2","1","32"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS100008","분식전문점","23","28","4","1","0","0","5"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS100006","패스트푸드점","3","15","0","0","0","0","12"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS100005","제과점","8","15","0","0","0","0","7"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS100004","양식음식점","32","35","0","0","3","1","3"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS100003","일식음식점","15","20","5","1","0","0","5"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS100002","중식음식점","8","11","0","0","0","0","3"
"2021","4","U","관광특구","1001496","강남 마이스 관광특구","CS100001","한식음식점","36","42","0","0","2","1","6"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300043","전자상거래업","58","58","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300042","주유소","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300041","예술품","9","9","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300040","재생용품 판매점","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300038","자동차부품","10","10","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300037","중고차판매","2","2","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300036","조명용품","11","11","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300035","인테리어","11","11","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300034","악기","2","2","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300033","철물점","2","2","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300032","가전제품","19","19","0","0","5","1","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300031","가구","16","16","6","1","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300029","애완동물","6","6","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300028","화초","18","18","6","1","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300027","섬유제품","12","12","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300026","완구","8","8","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300025","자전거 및 기타운송장비","2","2","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300024","운동/경기용품","25","26","4","1","4","1","1"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300023","미용재료","9","9","22","2","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300022","화장품","96","102","4","4","2","2","6"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300021","문구","14","15","0","0","0","0","1"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300020","서적","10","10","10","1","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300019","의료기기","8","8","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300018","의약품","29","32","0","0","0","0","3"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300017","시계및귀금속","35","37","0","0","0","0","2"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300016","안경","8","8","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300015","가방","32","32","0","0","3","1","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300014","신발","57","58","0","0","5","3","1"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300013","유아의류","19","19","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300011","일반의류","384","387","1","2","4","14","3"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300010","반찬가게","40","42","5","2","2","1","2"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300009","청과상","7","7","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300008","수산물판매","6","6","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300007","육류판매","7","7","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300006","미곡판매","4","4","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300005","주류도매","8","8","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300004","핸드폰","7","7","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300003","컴퓨터및주변장치판매","30","30","0","0","3","1","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300002","편의점","19","53","2","1","2","1","34"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS300001","슈퍼마켓","45","46","0","0","2","1","1"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200046","의류임대","2","2","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200045","비디오/서적임대","0","1","0","0","0","0","1"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200044","여행사","21","21","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200043","건축물청소","5","5","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200042","통번역서비스","4","4","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200041","사진관","20","20","0","0","5","1","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200040","녹음실","2","2","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200039","DVD방","4","4","0","0","25","1","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200037","노래방","33","34","0","0","3","1","1"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200036","고시원","9","9","22","2","11","1","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200034","여관","60","60","2","1","2","1","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200033","부동산중개업","88","88","1","1","2","2","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200032","가전제품수리","2","2","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200031","세탁소","13","14","0","0","0","0","1"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200030","피부관리실","51","53","8","4","0","0","2"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200029","네일숍","6","9","0","0","0","0","3"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200028","미용실","27","33","6","2","0","0","6"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200025","자동차수리","10","10","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200024","스포츠클럽","7","7","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200023","통신기기수리","3","3","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200022","복권방","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200021","기타오락장","9","10","10","1","0","0","1"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200019","PC방","1","3","0","0","33","1","2"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200018","볼링장","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200017","골프연습장","5","6","0","0","17","1","1"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200016","당구장","12","16","6","1","0","0","4"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200015","세무사사무소","60","60","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200014","회계사사무소","5","5","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200013","기타법무서비스","3","3","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200012","법무사사무소","8","8","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200011","변리사사무소","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200010","변호사사무소","4","4","25","1","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200009","동물병원","3","3","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200008","한의원","7","7","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200007","치과의원","10","10","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200006","일반의원","24","24","4","1","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200005","스포츠 강습","35","35","6","2","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200004","컴퓨터학원","1","1","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200003","예술학원","4","4","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200002","외국어학원","2","2","0","0","0","0","0"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS200001","일반교습학원","11","12","0","0","0","0","1"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS100010","커피-음료","54","94","5","5","5","5","40"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS100009","호프-간이주점","44","52","2","1","8","4","8"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS100008","분식전문점","75","87","7","6","8","7","12"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS100007","치킨전문점","3","12","8","1","8","1","9"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS100006","패스트푸드점","22","43","2","1","0","0","21"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS100005","제과점","20","39","5","2","0","0","19"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS100004","양식음식점","60","69","3","2","4","3","9"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS100003","일식음식점","36","42","5","2","2","1","6"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS100002","중식음식점","21","22","5","1","5","1","1"
"2021","4","U","관광특구","1001495","잠실 관광특구","CS100001","한식음식점","230","259","3","8","4","10","29"
